schoolid,Z,Y,S3,C1,C2,C3,XC,X1,X2,X3,X4,X5
73,1,-0.132866301240528,-1.1315285825126127,3,0,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.517067488534764,1.5453432777488796,3,0,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.0458974677597422,0.6530526576617155,3,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.42110455548934,0.6530526576617155,3,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.382447453046324,0.6530526576617155,3,0,1,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.0106409340658859,1.5453432777488796,0,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.32114536477382,0.6530526576617155,3,0,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.62304973158969,1.5453432777488796,3,1,1,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.653406301099192,0.6530526576617155,14,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.315674397201209,0.6530526576617155,0,0,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.422470516349819,-0.23923796242544865,0,0,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.602783569417379,1.5453432777488796,3,1,1,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.282018935555651,-0.23923796242544865,11,1,1,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.439623967672815,-0.23923796242544865,11,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.290503190124099,0.6530526576617155,12,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.991597191579858,-0.23923796242544865,3,0,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-1.07973237099618,-1.1315285825126127,13,0,1,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.449056511363972,0.6530526576617155,3,1,1,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-1.14237607615624,0.6530526576617155,3,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.395000754300797,-1.1315285825126127,3,0,1,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.567935748885814,-0.23923796242544865,1,0,1,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.60727011316335,0.6530526576617155,0,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.649174665384979,1.5453432777488796,3,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.102544193479668,-0.23923796242544865,3,0,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.137983453254386,1.5453432777488796,4,0,1,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.616577490832839,0.6530526576617155,0,0,1,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.910329885862712,1.5453432777488796,3,0,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.0979638590160795,-1.1315285825126127,3,0,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.966130563507376,0.6530526576617155,3,1,1,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.0398403633889106,-0.23923796242544865,13,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.635881555893938,0.6530526576617155,4,0,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.375741163227263,-0.23923796242544865,10,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.400261385839333,-0.23923796242544865,0,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.230586052408067,0.6530526576617155,1,1,1,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.122287706819643,-0.23923796242544865,13,0,1,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.802591629237257,0.6530526576617155,3,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.659442569536583,0.6530526576617155,0,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.855443307335302,-0.23923796242544865,0,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.188222110360261,-0.23923796242544865,0,0,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-1.03273124449018,-0.23923796242544865,0,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.438466849398676,0.6530526576617155,3,1,1,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.080746345793224,-2.023819202599777,11,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.534951266684234,-0.23923796242544865,3,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.389562185366117,0.6530526576617155,3,1,1,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.656498247675446,1.5453432777488796,4,0,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.709291591348941,0.6530526576617155,7,0,1,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.41938551038933,0.6530526576617155,3,0,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,1.38265077788658,0.6530526576617155,3,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.0311240178478392,0.6530526576617155,3,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.266136176706698,0.6530526576617155,3,0,1,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.94856620846364,0.6530526576617155,3,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.163451964251752,1.5453432777488796,0,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.0470287995297627,0.6530526576617155,3,1,1,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.291042468964412,1.5453432777488796,3,1,1,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.130354246276675,0.6530526576617155,14,1,1,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.203355600231371,-0.23923796242544865,3,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,0.263099099412099,0.6530526576617155,11,0,1,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
73,1,-0.80406948947907,0.6530526576617155,3,1,0,1,-0.4356901112231128,0.6389720420226677,-0.442326003201594,-0.1281389857213924,0.19807425416235974
71,1,0.915174424289289,0.6530526576617155,3,0,0,1,-3.143595056090463,-0.04466302111328951,-1.0523914358363955,-1.2663906884844107,-1.4175982426721272
71,1,1.13312668869634,1.5453432777488796,3,1,1,1,-3.143595056090463,-0.04466302111328951,-1.0523914358363955,-1.2663906884844107,-1.4175982426721272
71,1,-0.0134547324416033,0.6530526576617155,3,1,0,1,-3.143595056090463,-0.04466302111328951,-1.0523914358363955,-1.2663906884844107,-1.4175982426721272
71,1,0.904399017118281,1.5453432777488796,3,0,1,1,-3.143595056090463,-0.04466302111328951,-1.0523914358363955,-1.2663906884844107,-1.4175982426721272
71,1,1.41511311521827,0.6530526576617155,14,0,0,1,-3.143595056090463,-0.04466302111328951,-1.0523914358363955,-1.2663906884844107,-1.4175982426721272
71,1,0.0754487222725836,-1.1315285825126127,8,0,1,1,-3.143595056090463,-0.04466302111328951,-1.0523914358363955,-1.2663906884844107,-1.4175982426721272
71,1,0.52209736077712,0.6530526576617155,3,0,0,1,-3.143595056090463,-0.04466302111328951,-1.0523914358363955,-1.2663906884844107,-1.4175982426721272
71,1,0.302064535876507,-0.23923796242544865,3,1,0,1,-3.143595056090463,-0.04466302111328951,-1.0523914358363955,-1.2663906884844107,-1.4175982426721272
71,1,0.664489105852832,0.6530526576617155,3,1,1,1,-3.143595056090463,-0.04466302111328951,-1.0523914358363955,-1.2663906884844107,-1.4175982426721272
71,1,1.09015511836688,0.6530526576617155,3,1,1,1,-3.143595056090463,-0.04466302111328951,-1.0523914358363955,-1.2663906884844107,-1.4175982426721272
71,1,1.50879474163248,0.6530526576617155,3,0,1,1,-3.143595056090463,-0.04466302111328951,-1.0523914358363955,-1.2663906884844107,-1.4175982426721272
71,1,1.28389270917532,0.6530526576617155,3,0,1,1,-3.143595056090463,-0.04466302111328951,-1.0523914358363955,-1.2663906884844107,-1.4175982426721272
71,1,0.758078589435029,1.5453432777488796,3,0,1,1,-3.143595056090463,-0.04466302111328951,-1.0523914358363955,-1.2663906884844107,-1.4175982426721272
69,1,0.430324280801031,1.5453432777488796,5,0,0,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.699879216277779,-0.23923796242544865,3,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.585121511915546,-1.1315285825126127,4,1,0,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.614862639122725,1.5453432777488796,14,1,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.372707938083627,-0.23923796242544865,3,1,0,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.0219894406270304,0.6530526576617155,3,1,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.403846318810516,-1.1315285825126127,3,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.0867889776789017,-1.1315285825126127,1,1,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.224193880769883,-1.1315285825126127,3,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.113250790216864,-0.23923796242544865,7,1,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.686775202577112,-1.1315285825126127,1,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.397753317372565,-0.23923796242544865,14,1,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.401069230681971,0.6530526576617155,11,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.68460734300311,-0.23923796242544865,0,1,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.0647644295923573,0.6530526576617155,11,1,0,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.180294871133287,1.5453432777488796,3,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.0204627597557812,-0.23923796242544865,3,0,0,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.608412612948161,0.6530526576617155,13,1,0,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.050794352948054,-0.23923796242544865,3,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.0677590136902343,0.6530526576617155,3,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.503862229758455,0.6530526576617155,3,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.943721692546535,0.6530526576617155,4,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.222377147751678,-0.23923796242544865,0,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.147024494101433,0.6530526576617155,0,1,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.326536028193263,-0.23923796242544865,13,1,0,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.116247775041577,0.6530526576617155,4,0,0,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.564974645129556,-0.23923796242544865,14,1,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-1.45227236147624,-0.23923796242544865,13,1,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.999119463061314,-0.23923796242544865,3,0,0,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.478944045637557,-0.23923796242544865,3,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.806589626017986,0.6530526576617155,3,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.404257183226058,-0.23923796242544865,1,1,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.0078257896054215,-0.23923796242544865,1,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.503317956248843,0.6530526576617155,13,0,0,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.575600245842408,0.6530526576617155,3,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.691235026057669,0.6530526576617155,3,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-1.19493387638587,-0.23923796242544865,3,1,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.71675145892154,0.6530526576617155,13,1,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.54180927558848,-0.23923796242544865,4,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.858556525344484,0.6530526576617155,0,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.307825672332441,0.6530526576617155,3,1,0,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.256978767727255,-0.23923796242544865,1,1,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.333271614836231,0.6530526576617155,3,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.473602786686201,0.6530526576617155,0,1,0,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.189870318371155,0.6530526576617155,4,0,0,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.698970410425229,1.5453432777488796,3,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.861753468110987,0.6530526576617155,3,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.0112218540938238,-0.23923796242544865,14,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.847530191140345,-0.23923796242544865,13,1,0,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.68664214308603,-0.23923796242544865,3,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.442735552920733,0.6530526576617155,13,1,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.217853332860854,0.6530526576617155,5,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-1.12510849210522,-0.23923796242544865,3,1,0,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.140018969242175,-0.23923796242544865,11,1,0,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.587514911851519,-0.23923796242544865,3,1,0,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.224881758919903,-0.23923796242544865,13,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.422760183406475,-0.23923796242544865,14,1,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.779818501625293,-0.23923796242544865,3,1,0,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.278865887904977,-3.808400442774105,3,0,0,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.262583391051557,0.6530526576617155,3,1,0,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.181306714867454,-0.23923796242544865,12,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.0721983834473136,0.6530526576617155,1,0,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.290433543938968,0.6530526576617155,7,1,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,0.174826457576045,-0.23923796242544865,13,1,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
69,1,-0.265218076585472,-1.1315285825126127,1,1,1,1,-0.010438346000350564,1.1304790492193304,-0.05138643673980307,-1.1782292543554789,1.0145632395826463
61,1,-0.475203639477895,-2.023819202599777,11,0,1,1,-1.162928926517213,-0.7133420625399083,-0.39779913021861174,0.25578348861426214,-1.014249666652711
61,1,1.57870342061039,0.6530526576617155,3,0,1,1,-1.162928926517213,-0.7133420625399083,-0.39779913021861174,0.25578348861426214,-1.014249666652711
61,1,0.956704524973133,0.6530526576617155,10,1,0,1,-1.162928926517213,-0.7133420625399083,-0.39779913021861174,0.25578348861426214,-1.014249666652711
61,1,0.682123511142884,0.6530526576617155,3,1,1,1,-1.162928926517213,-0.7133420625399083,-0.39779913021861174,0.25578348861426214,-1.014249666652711
61,1,0.441663738164253,0.6530526576617155,12,0,1,1,-1.162928926517213,-0.7133420625399083,-0.39779913021861174,0.25578348861426214,-1.014249666652711
61,1,0.202881966407888,-0.23923796242544865,0,0,1,1,-1.162928926517213,-0.7133420625399083,-0.39779913021861174,0.25578348861426214,-1.014249666652711
61,1,-0.597020615046208,-1.1315285825126127,3,0,1,1,-1.162928926517213,-0.7133420625399083,-0.39779913021861174,0.25578348861426214,-1.014249666652711
61,1,0.6949738592478,-0.23923796242544865,7,0,1,1,-1.162928926517213,-0.7133420625399083,-0.39779913021861174,0.25578348861426214,-1.014249666652711
61,1,0.149181391452756,-2.023819202599777,3,1,0,1,-1.162928926517213,-0.7133420625399083,-0.39779913021861174,0.25578348861426214,-1.014249666652711
61,1,0.809743829292788,-0.23923796242544865,11,0,0,1,-1.162928926517213,-0.7133420625399083,-0.39779913021861174,0.25578348861426214,-1.014249666652711
61,1,0.510609023525448,-0.23923796242544865,3,1,1,1,-1.162928926517213,-0.7133420625399083,-0.39779913021861174,0.25578348861426214,-1.014249666652711
61,1,1.29084140206434,0.6530526576617155,1,0,0,1,-1.162928926517213,-0.7133420625399083,-0.39779913021861174,0.25578348861426214,-1.014249666652711
61,1,0.294945416823047,-0.23923796242544865,3,1,0,1,-1.162928926517213,-0.7133420625399083,-0.39779913021861174,0.25578348861426214,-1.014249666652711
61,1,1.38885406160916,1.5453432777488796,3,0,0,1,-1.162928926517213,-0.7133420625399083,-0.39779913021861174,0.25578348861426214,-1.014249666652711
61,1,0.334250489708639,-1.1315285825126127,14,1,1,1,-1.162928926517213,-0.7133420625399083,-0.39779913021861174,0.25578348861426214,-1.014249666652711
61,1,0.086092209149898,-3.808400442774105,10,1,1,1,-1.162928926517213,-0.7133420625399083,-0.39779913021861174,0.25578348861426214,-1.014249666652711
61,1,1.06527011624658,1.5453432777488796,3,0,1,1,-1.162928926517213,-0.7133420625399083,-0.39779913021861174,0.25578348861426214,-1.014249666652711
61,1,0.493647722089028,0.6530526576617155,3,0,1,1,-1.162928926517213,-0.7133420625399083,-0.39779913021861174,0.25578348861426214,-1.014249666652711
